GID,Album,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,tags,Shares,Not Shares,Total,Proportion,URL
376,"photo_album_19,photo_album_46","infant,infant","____,____","ok,ok","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","frontright,frontright","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'eating', 'green', 'grassy', 'open', 'lone', 'lush']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/376.jpeg"" width = ""350"">"
564,"photo_album_10,photo_album_72,photo_album_10,photo_album_72","infant,infant,adult,adult","____,____,IBEIS_PZ_1582,IBEIS_PZ_1582","poor,poor,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,frontleft,frontleft","['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'group', 'grassy', 'wild', 'lush', 'distance', 'giraffe']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/564.jpeg"" width = ""350"">"
4924,"photo_album_58,photo_album_77,photo_album_58,photo_album_77","adult,adult,juveniles- two year old,juveniles- two year old","IBEIS_PZ_0404,IBEIS_PZ_0404,IBEIS_PZ_0401,IBEIS_PZ_0401","poor,poor,ok,ok","Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,backleft,backleft","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'group', 'grassy', 'dry', 'day', 'giraffe']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4924.jpeg"" width = ""350"">"
8334,"photo_album_11,photo_album_17,photo_album_42,photo_album_49","adult,adult,adult,adult","NNP_GIRM_0046,NNP_GIRM_0046,NNP_GIRM_0046,NNP_GIRM_0046","poor,poor,poor,poor","Male,Male,Male,Male","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","left,left,left,left","['giraffe', 'animal', 'outdoor', 'mammal', 'grass']",21,18,39,53.846153846153854,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8334.jpeg"" width = ""350"">"
5014,"photo_album_4,photo_album_86,photo_album_91","juveniles - one year old,juveniles - one year old,juveniles - one year old","NNP_GIRM_0115,NNP_GIRM_0115,NNP_GIRM_0115","ok,ok,ok","Male,Male,Male","giraffe_masai,giraffe_masai,giraffe_masai","left,left,left","['outdoor', 'grass', 'giraffe', 'animal', 'field', 'mammal', 'tall', 'standing', 'green', 'grassy', 'wild', 'lush']",16,14,30,53.33333333333334,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5014.jpeg"" width = ""350"">"
5677,"photo_album_3,photo_album_41,photo_album_62,photo_album_3,photo_album_41,photo_album_62","adult,adult,adult,infant,infant,infant","IBEIS_PZ_0020,IBEIS_PZ_0020,IBEIS_PZ_0020,IBEIS_PZ_1865,IBEIS_PZ_1865,IBEIS_PZ_1865","ok,ok,ok,ok,ok,ok","Female,Female,Female,UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,frontleft,frontleft,frontleft","['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'group', 'dry', 'open', 'wild', 'distance', 'giraffe']",16,14,30,53.33333333333334,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5677.jpeg"" width = ""350"">"
8350,"photo_album_42,photo_album_49,photo_album_55,photo_album_67,photo_album_80","adult,adult,adult,adult,adult","NNP_GIRM_0022,NNP_GIRM_0022,NNP_GIRM_0022,NNP_GIRM_0022,NNP_GIRM_0022","ok,ok,ok,ok,ok","Female,Female,Female,Female,Female","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","left,left,left,left,left","['giraffe', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing', 'tall', 'deer', 'green', 'lone', 'grassy', 'open', 'lush']",26,24,50,52.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8350.jpeg"" width = ""350"">"
8337,"photo_album_11,photo_album_17,photo_album_42,photo_album_49,photo_album_55,photo_album_80","infant,infant,infant,infant,infant,infant","NNP_GIRM_0002,NNP_GIRM_0002,NNP_GIRM_0002,NNP_GIRM_0002,NNP_GIRM_0002,NNP_GIRM_0002","ok,ok,ok,ok,ok,ok","Male,Male,Male,Male,Male,Male","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","right,right,right,right,right,right","['outdoor', 'tree', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'standing']",31,29,60,51.66666666666666,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8337.jpeg"" width = ""350"">"
8113,photo_album_100,juveniles- two year old,IBEIS_PZ_0082,excellent,Female,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'open', 'plain', 'dry', 'wild', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8113.jpeg"" width = ""350"">"
6441,photo_album_66,adult,IBEIS_PZ_1818,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'grassy', 'dry', 'wild']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6441.jpeg"" width = ""350"">"
4852,photo_album_44,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['outdoor', 'sky', 'ground', 'grass', 'dirt', 'mammal', 'walking', 'running', 'group', 'dry', 'plain', 'sandy', 'shore']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4852.jpeg"" width = ""350"">"
6835,photo_album_34,adult,IBEIS_PZ_0991,ok,Female,zebra_plains,right,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'zebra']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6835.jpeg"" width = ""350"">"
8063,"photo_album_100,photo_album_100","adult,adult","IBEIS_PZ_0079,IBEIS_PZ_0065","good,good","Female,Male","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'group', 'dry', 'dirt']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8063.jpeg"" width = ""350"">"
6560,photo_album_45,adult,IBEIS_PZ_0071,ok,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'tall', 'dry', 'open', 'lone', 'day']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6560.jpeg"" width = ""350"">"
7922,photo_album_16,juveniles - one year old,IBEIS_PZ_0227,poor,Female,zebra_plains,backleft,"['zebra', 'outdoor', 'tree', 'grass', 'animal', 'mammal', 'ground', 'standing', 'dirt']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7922.jpeg"" width = ""350"">"
9368,photo_album_78,adult,NNP_GIRM_0062,poor,Male,giraffe_masai,left,"['giraffe', 'grass', 'outdoor', 'animal', 'tree', 'field', 'mammal', 'tall', 'standing', 'green', 'grassy', 'wild', 'lush', 'bushes', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/9368.jpeg"" width = ""350"">"
4842,"photo_album_44,photo_album_44","adult,juveniles- two year old","IBEIS_PZ_0595,IBEIS_PZ_0608","ok,ok","Male,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'group', 'open', 'dry', 'plain']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4842.jpeg"" width = ""350"">"
9181,photo_album_69,adult,IBEIS_PZ_0681,excellent,Female,zebra_plains,left,"['zebra', 'tree', 'outdoor', 'grass', 'mammal', 'animal', 'ground', 'standing', 'field', 'dirt', 'wild', 'forest']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/9181.jpeg"" width = ""350"">"
7943,"photo_album_16,photo_album_16","infant,adult","IBEIS_PZ_0001,IBEIS_PZ_0040","ok,ok","Female,Female","zebra_plains,zebra_plains","left,back","['zebra', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal', 'wild', 'grassy', 'dry', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7943.jpeg"" width = ""350"">"
7924,photo_album_47,adult,IBEIS_PZ_0207,good,Female,zebra_plains,backleft,"['zebra', 'grass', 'outdoor', 'animal', 'standing', 'field', 'mammal', 'group']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7924.jpeg"" width = ""350"">"
8107,photo_album_30,infant,IBEIS_PZ_0159,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'hyena', 'open', 'grassy', 'dry', 'plain', 'wild dog', 'distance', 'land']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8107.jpeg"" width = ""350"">"
7929,"photo_album_47,photo_album_47","infant,adult","IBEIS_PZ_0212,IBEIS_PZ_0219","junk,poor","Male,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'group', 'grassy', 'dry', 'wild']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7929.jpeg"" width = ""350"">"
8276,photo_album_43,adult,IBEIS_PZ_0278,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grassy']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8276.jpeg"" width = ""350"">"
7858,"photo_album_47,photo_album_47","infant,adult","IBEIS_PZ_0029,IBEIS_PZ_0204","ok,poor","UNKNOWN SEX,Female","zebra_plains,zebra_plains","left,back","['zebra', 'outdoor', 'tree', 'ground', 'sky', 'mammal', 'animal', 'dirt', 'standing']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7858.jpeg"" width = ""350"">"
4854,"photo_album_44,photo_album_44","adult,infant","IBEIS_PZ_1658,____","ok,ok","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,backleft","['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'open', 'grassy', 'plain', 'dry', 'wild', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4854.jpeg"" width = ""350"">"
7426,"photo_album_5,photo_album_5,photo_album_5","infant,infant,infant","____,____,____","poor,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","backright,backright,back","['zebra', 'outdoor', 'grass', 'sky', 'ground', 'herd', 'animal', 'field', 'walking', 'mammal', 'group', 'running', 'dirt']",4,4,8,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7426.jpeg"" width = ""350"">"
5665,photo_album_3,adult,IBEIS_PZ_0528,good,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5665.jpeg"" width = ""350"">"
8923,"photo_album_23,photo_album_23","adult,infant","IBEIS_PZ_0556,IBEIS_PZ_0555","junk,ok","UNKNOWN SEX,Male","zebra_plains,zebra_plains","left,left","['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'tall', 'mammal', 'group', 'grassy', 'wild', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8923.jpeg"" width = ""350"">"
8820,"photo_album_78,photo_album_78","adult,juveniles- two year old","IBEIS_PZ_0383,IBEIS_PZ_0388","ok,ok","Female,Female","zebra_plains,zebra_plains","backleft,left","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'group', 'grassy', 'standing', 'open', 'plain', 'wild', 'distance', 'lush']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8820.jpeg"" width = ""350"">"
8189,"photo_album_100,photo_album_100","adult,adult","IBEIS_PZ_0071,IBEIS_PZ_0077","ok,ok","Male,Female","zebra_plains,zebra_plains","left,right","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8189.jpeg"" width = ""350"">"
8228,photo_album_43,juveniles - one year old,IBEIS_PZ_0294,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'tree', 'animal', 'field', 'mammal', 'grassy', 'wild', 'lush', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8228.jpeg"" width = ""350"">"
8800,"photo_album_23,photo_album_23","adult,adult","IBEIS_PZ_0407,IBEIS_PZ_0174","ok,ok","Male,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'grassy', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8800.jpeg"" width = ""350"">"
5045,photo_album_37,infant,____,ok,UNKNOWN NAME,zebra_plains,backleft,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal', 'open', 'dry', 'grassy']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5045.jpeg"" width = ""350"">"
5049,"photo_album_37,photo_album_37","infant,juveniles- two year old","____,IBEIS_PZ_1847","junk,good","UNKNOWN NAME,Male","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'group', 'dry', 'wild']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5049.jpeg"" width = ""350"">"
7775,photo_album_71,adult,IBEIS_PZ_1094,good,Female,zebra_plains,right,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'group']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7775.jpeg"" width = ""350"">"
4885,photo_album_51,adult,IBEIS_PZ_0845,poor,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'tall', 'dry', 'lone']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4885.jpeg"" width = ""350"">"
7773,"photo_album_27,photo_album_71","adult,adult","IBEIS_PZ_1083,IBEIS_PZ_1083","good,good","Female,Female","zebra_plains,zebra_plains","right,right","['zebra', 'outdoor', 'grass', 'tree', 'sky', 'animal', 'field', 'mammal', 'standing', 'group', 'tall', 'dry', 'wild']",10,10,20,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7773.jpeg"" width = ""350"">"
5349,"photo_album_81,photo_album_81,photo_album_81,photo_album_81,photo_album_81","infant,infant,juveniles- two year old,infant,infant","____,____,IBEIS_PZ_0271,____,____","poor,ok,ok,good,poor","UNKNOWN NAME,UNKNOWN NAME,Female,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","front,front,left,right,right","['grass', 'outdoor', 'sky', 'field', 'group', 'grassy', 'standing', 'herd', 'mammal', 'open', 'wild', 'plain', 'day', 'distance']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5349.jpeg"" width = ""350"">"
7461,"photo_album_5,photo_album_5,photo_album_5,photo_album_5,photo_album_5,photo_album_5","infant,infant,infant,infant,infant,infant","____,____,____,____,____,____","poor,good,junk,poor,poor,junk","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","backleft,back,back,back,backright,backleft","['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'field', 'standing', 'dirt']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7461.jpeg"" width = ""350"">"
5140,photo_album_37,adult,IBEIS_PZ_1685,good,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'open', 'grassy', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5140.jpeg"" width = ""350"">"
5259,"photo_album_39,photo_album_39,photo_album_39","adult,adult,infant","IBEIS_PZ_1821,IBEIS_PZ_0528,____","good,good,poor","Female,Female,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,backleft","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'ground', 'herd', 'group', 'open', 'dry', 'plain', 'dirt']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5259.jpeg"" width = ""350"">"
8625,photo_album_78,adult,IBEIS_PZ_0205,ok,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'tall', 'dry', 'grassy', 'lone']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8625.jpeg"" width = ""350"">"
5189,photo_album_39,adult,IBEIS_PZ_0025,good,Female,zebra_plains,left,"['zebra', 'sky', 'outdoor', 'animal', 'tree', 'grass', 'mammal', 'standing', 'dirt', 'day']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5189.jpeg"" width = ""350"">"
7720,photo_album_87,adult,NNP_GIRM_0131,ok,Male,giraffe_masai,backleft,"['outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'sky', 'standing', 'open', 'grassy', 'plain', 'wild', 'llama', 'lush']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7720.jpeg"" width = ""350"">"
8444,photo_album_69,adult,IBEIS_PZ_0527,ok,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'dry', 'grazing', 'standing', 'brown', 'tall', 'grassy', 'lone']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8444.jpeg"" width = ""350"">"
8141,"photo_album_100,photo_album_100,photo_album_100","juveniles - one year old,adult,adult","IBEIS_PZ_0107,IBEIS_PZ_0121,IBEIS_PZ_0105","ok,ok,ok","Female,Male,Female","zebra_plains,zebra_plains,zebra_plains","frontleft,left,frontleft","['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'group', 'wild']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8141.jpeg"" width = ""350"">"
4994,photo_album_91,adult,IBEIS_PZ_1467,ok,Male,zebra_plains,left,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'tall', 'standing', 'grassy', 'group', 'zebra', 'wild', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4994.jpeg"" width = ""350"">"
4988,"photo_album_4,photo_album_4","juveniles - one year old,juveniles - one year old","IBEIS_PZ_1386,IBEIS_PZ_1470","ok,ok","Female,UNKNOWN SEX","zebra_plains,zebra_plains","frontleft,right","['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'standing', 'group', 'dry']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4988.jpeg"" width = ""350"">"
6918,photo_album_34,adult,NNP_GIRM_0004,good,Male,giraffe_masai,left,"['grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'grassy', 'standing', 'open', 'tall', 'giraffe', 'lush', 'plain']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6918.jpeg"" width = ""350"">"
6174,photo_album_94,adult,IBEIS_PZ_1122,good,Male,zebra_plains,backleft,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']",5,5,10,50.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6174.jpeg"" width = ""350"">"
